"KB_ID","System","Category","Issue_Title","User_Utterance_Variants","Keywords","Required_Information","Approved_Answer","Followup_Question","Action_Type","Severity","Escalation_Rule","Owner","Confidence_Level","Review_Status","Is_Active","Last_Reviewed","Agent_Guardrail","Source_Row"
"KB-058","CMI Online","General Support","ซื้อ พ.ร.บ. ออนไลน์แล้วระบบไม่แสดง QR Code","ซื้อ พ.ร.บ. ออนไลน์แล้วระบบไม่แสดง QR Code | ซื้อ พ.ร.บ. ออนไลน์แล้วระบบไม่แสดง QR Code | ซื้อ พ.ร.บ. ออนไลน์แล้วระบบไม่แสดง QR Code","CMI Online, General Support, ซื้อ พ.ร.บ. ออนไลน์แล้วไม่แสดง QR Code, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “ซื้อ พ.ร.บ. ออนไลน์แล้วระบบไม่แสดง QR Code” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P3 Normal","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","58"
"KB-059","DSS","Master Data & Underwriting","ขอเพิ่มรุ่นรถไฟฟ้า","ขอเพิ่มรุ่นรถไฟฟ้า | ขอเพิ่มรุ่นรถไฟฟ้า | ขอเพิ่มรุ่นรถไฟฟ้า","DSS, Master Data & Underwriting, ขอเพิ่มรุ่นรถไฟฟ้า, ฝ่ายรับประกันภัยรถยนต์","รายละเอียดรายการ; เลขอ้างอิงที่เกี่ยวข้อง; ภาพหน้าจอ (ถ้ามี); ชื่อ-นามสกุลผู้แจ้ง","รับทราบปัญหาครับ รายการนี้ยังต้องตรวจสอบคำตอบและเส้นทางส่งต่อกับเจ้าของข้อมูลก่อน เพื่อป้องกันการให้ข้อมูลผิด กรุณาส่งข้อมูลที่ระบุ แล้วระบบจะเปิดเคสให้ทีมที่เกี่ยวข้องตรวจสอบ","กรุณาแจ้ง: รายละเอียดรายการ; เลขอ้างอิงที่เกี่ยวข้อง; ภาพหน้าจอ (ถ้ามี); ชื่อ-นามสกุลผู้แจ้ง","Business Support","P3 Normal","เปิดเคสและส่งต่อ ฝ่ายรับประกันภัยรถยนต์","ฝ่ายรับประกันภัยรถยนต์","Low","Review Required","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","59"
"KB-060","RenewalMotor","Renewal","ระบบ PR แล้ว แต่ไม่สามารถดึงต่ออายุได้","ระบบ PR แล้ว แต่ไม่สามารถดึงต่ออายุได้ | ระบบ PR แล้ว แต่ทำไม่ได้ดึงต่ออายุได้ | ระบบ PR แล้ว แต่ไม่สามารถดึงต่ออายุได้","RenewalMotor, Renewal, PR แล้ว แต่ไม่สามารถดึงต่ออายุได้, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “ระบบ PR แล้ว แต่ไม่สามารถดึงต่ออายุได้” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P2 High","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","60"
"KB-061","DSS","Policy Issue & Integration","ระบบ DSS ไม่ Import Text File Counter Service Offline","ระบบ DSS ไม่ Import Text File Counter Service Offline | ระบบ DSS ไม่ Import Text File Counter Service Offline | DSS ไม่ Import Text File Counter Service Offline","DSS, Policy Issue & Integration, DSS ไม่ Import Text File Counter Service Offline, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “ระบบ DSS ไม่ Import Text File Counter Service Offline” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P2 High","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","61"
"KB-062","DSS","Policy Issue & Integration","ไม่สามารถสั่งพิมพ์กรมธรรม์ในระบบ DSS ได้","ไม่สามารถสั่งพิมพ์กรมธรรม์ในระบบ DSS ได้ | ทำไม่ได้สั่งพิมพ์กรมธรรม์ในระบบ DSS ได้ | ไม่สามารถสั่งพิมพ์กรมธรรม์ในDSS ได้","DSS, Policy Issue & Integration, ไม่สามารถสั่งพิมพ์กรมธรรม์ DSS ได้, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “ไม่สามารถสั่งพิมพ์กรมธรรม์ในระบบ DSS ได้” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P2 High","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","62"
"KB-063","DSS","Policy Issue & Integration","Issue ไม่สำเร็จ","Issue ไม่สำเร็จ | Issue ไม่สำเร็จ | Issue ไม่สำเร็จ","DSS, Policy Issue & Integration, Issue ไม่สำเร็จ, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","รับทราบปัญหาครับ รายการนี้ยังต้องตรวจสอบคำตอบและเส้นทางส่งต่อกับเจ้าของข้อมูลก่อน เพื่อป้องกันการให้ข้อมูลผิด กรุณาส่งข้อมูลที่ระบุ แล้วระบบจะเปิดเคสให้ทีมที่เกี่ยวข้องตรวจสอบ","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P2 High","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Low","Review Required","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","63"
"KB-064","DSS","Policy Issue & Integration","ใบคำขอติดสถานะหย่อน Polisy400 ไม่สำเร็จ","ใบคำขอติดสถานะหย่อน Polisy400 ไม่สำเร็จ | ใบคำขอติดสถานะหย่อน Polisy400 ไม่สำเร็จ | ใบคำขอติดสถานะหย่อน Polisy400 ไม่สำเร็จ","DSS, Policy Issue & Integration, ใบคำขอติดสถานะหย่อน Polisy400 ไม่สำเร็จ, ฝ่ายรับประกันภัยรถยนต์","รายละเอียดรายการ; เลขอ้างอิงที่เกี่ยวข้อง; ภาพหน้าจอ (ถ้ามี); ชื่อ-นามสกุลผู้แจ้ง","รายการนี้อยู่ในความรับผิดชอบของฝ่ายรับประกันภัยรถยนต์ กรุณาส่งรายละเอียดที่จำเป็นเพื่อให้ตรวจสอบเรื่อง “ใบคำขอติดสถานะหย่อน Polisy400 ไม่สำเร็จ” โดย Agent จะไม่คาดเดาวิธีแก้ไข","กรุณาแจ้ง: รายละเอียดรายการ; เลขอ้างอิงที่เกี่ยวข้อง; ภาพหน้าจอ (ถ้ามี); ชื่อ-นามสกุลผู้แจ้ง","Incident","P2 High","เปิดเคสและส่งต่อ ฝ่ายรับประกันภัยรถยนต์","ฝ่ายรับประกันภัยรถยนต์","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","64"
"KB-065","DSS","General Support","ตัดกรมธรรม์สำเร็จและใบรับเงินออกแล้ว แต่สถานะข้อมูลไม่สอดคล้อง","ตัดกรมธรรม์สำเร็จและใบรับเงินออกแล้ว แต่สถานะข้อมูลไม่สอดคล้อง | ตัดกรมธรรม์สำเร็จและใบรับเงินออกแล้ว แต่สถานะข้อมูลไม่สอดคล้อง | ตัดกรมธรรม์สำเร็จและใบรับเงินออกแล้ว แต่สถานะข้อมูลไม่สอดคล้อง","DSS, General Support, ตัดกรมธรรม์สำเร็จและใบรับเงินออกแล้ว แต่สถานะข้อมูลไม่สอดคล้อง, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","รับทราบปัญหาครับ รายการนี้ยังต้องตรวจสอบคำตอบและเส้นทางส่งต่อกับเจ้าของข้อมูลก่อน เพื่อป้องกันการให้ข้อมูลผิด กรุณาส่งข้อมูลที่ระบุ แล้วระบบจะเปิดเคสให้ทีมที่เกี่ยวข้องตรวจสอบ","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P3 Normal","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Low","Review Required","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","65"
"KB-066","DSS","Policy Issue & Integration","Issue พ.ร.บ. และออกใบรับเงินอัตโนมัติแล้ว แต่ดึงข้อมูลมาพิมพ์ไม่ได้","Issue พ.ร.บ. และออกใบรับเงินอัตโนมัติแล้ว แต่ดึงข้อมูลมาพิมพ์ไม่ได้ | Issue พ.ร.บ. และออกใบรับเงินอัตโนมัติแล้ว แต่ดึงข้อมูลมาพิมพ์ไม่ได้ | Issue พ.ร.บ. และออกใบรับเงินอัตโนมัติแล้ว แต่ดึงข้อมูลมาพิมพ์ไม่ได้","DSS, Policy Issue & Integration, Issue พ.ร.บ. และออกใบรับเงินอัตโนมัติแล้ว แต่ดึงข้อมูลมาพิมพ์ไม่ได้, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “Issue พ.ร.บ. และออกใบรับเงินอัตโนมัติแล้ว แต่ดึงข้อมูลมาพิมพ์ไม่ได้” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P2 High","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","66"
"KB-067","DSS","General Support","ไม่สามารถส่งข้อมูลกลับไปแก้ไขในระบบ DSS ได้","ไม่สามารถส่งข้อมูลกลับไปแก้ไขในระบบ DSS ได้ | ทำไม่ได้ส่งข้อมูลกลับไปแก้ไขในระบบ DSS ได้ | ไม่สามารถส่งข้อมูลกลับไปแก้ไขในDSS ได้","DSS, General Support, ไม่สามารถส่งข้อมูลกลับไปแก้ไข DSS ได้, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “ไม่สามารถส่งข้อมูลกลับไปแก้ไขในระบบ DSS ได้” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P3 Normal","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","67"
"KB-068","DSS","General Support","ใบตรวจสอบไม่แสดงยี่ห้อหรือรุ่นรถยนต์","ใบตรวจสอบไม่แสดงยี่ห้อหรือรุ่นรถยนต์ | ใบตรวจสอบไม่แสดงยี่ห้อหรือรุ่นรถยนต์ | ใบตรวจสอบไม่แสดงยี่ห้อหรือรุ่นรถยนต์","DSS, General Support, ใบตรวจสอบไม่แสดงยี่ห้อหรือรุ่นรถยนต์, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","รับทราบปัญหาครับ รายการนี้ยังต้องตรวจสอบคำตอบและเส้นทางส่งต่อกับเจ้าของข้อมูลก่อน เพื่อป้องกันการให้ข้อมูลผิด กรุณาส่งข้อมูลที่ระบุ แล้วระบบจะเปิดเคสให้ทีมที่เกี่ยวข้องตรวจสอบ","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P3 Normal","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Low","Review Required","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","68"
"KB-069","DSS","Policy Issue & Integration","ออกกรมธรรม์สำเร็จแล้ว แต่เลขกรมธรรม์ไม่ขึ้น","ออกกรมธรรม์สำเร็จแล้ว แต่เลขกรมธรรม์ไม่ขึ้น | ออกกรมธรรม์สำเร็จแล้ว แต่เลขกรมธรรม์ไม่ขึ้น | ออกกรมธรรม์สำเร็จแล้ว แต่เลขกรมธรรม์ไม่ขึ้น","DSS, Policy Issue & Integration, ออกกรมธรรม์สำเร็จแล้ว แต่เลขกรมธรรม์ไม่ขึ้น, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “ออกกรมธรรม์สำเร็จแล้ว แต่เลขกรมธรรม์ไม่ขึ้น” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P2 High","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","69"
"KB-070","DSS","Policy Issue & Integration","ระบบ DSS ส่ง API ไม่ผ่าน","ระบบ DSS ส่ง API ไม่ผ่าน | ระบบ DSS ส่ง API ไม่ผ่าน | DSS ส่ง API ไม่ผ่าน","DSS, Policy Issue & Integration, DSS ส่ง API ไม่ผ่าน, IT / Infrastructure","ข้อความ Error; ภาพหน้าจอ; เวลาที่พบปัญหา; User/Agent/Source; ผลกระทบและจำนวนผู้ใช้งาน","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “ระบบ DSS ส่ง API ไม่ผ่าน” พร้อมแนบข้อมูลที่จำเป็น ทีม IT / Infrastructure จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: ข้อความ Error; ภาพหน้าจอ; เวลาที่พบปัญหา; User/Agent/Source; ผลกระทบและจำนวนผู้ใช้งาน","Incident","P2 High","เปิดเคสและส่งต่อ IT / Infrastructure","IT / Infrastructure","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","70"
"KB-071","DSS","Policy Issue & Integration","งานต่ออายุเข้าระบบ DSS แล้ว แต่ตัวแทนพิมพ์กรมธรรม์ไม่ได้","งานต่ออายุเข้าระบบ DSS แล้ว แต่ตัวแทนพิมพ์กรมธรรม์ไม่ได้ | งานต่ออายุเข้าระบบ DSS แล้ว แต่ตัวแทนพิมพ์กรมธรรม์ไม่ได้ | งานต่ออายุเข้าDSS แล้ว แต่ตัวแทนพิมพ์กรมธรรม์ไม่ได้","DSS, Policy Issue & Integration, งานต่ออายุเข้า DSS แล้ว แต่ตัวแทนพิมพ์กรมธรรม์ไม่ได้, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “งานต่ออายุเข้าระบบ DSS แล้ว แต่ตัวแทนพิมพ์กรมธรรม์ไม่ได้” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P2 High","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","71"
"KB-072","DSS","Payment & Credit","ระบบ DSS แจ้งว่าไม่มีเงินในเครดิต","ระบบ DSS แจ้งว่าไม่มีเงินในเครดิต | ระบบ DSS แจ้งว่าไม่มีเงินในเครดิต | DSS แจ้งว่าไม่มีเงินในเครดิต","DSS, Payment & Credit, DSS แจ้งว่าไม่มีเงินในเครดิต, IT Helpdesk","Agent; Source; ชื่อ-นามสกุล; ยอดเครดิตที่แสดง; ภาพหน้าจอ","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “ระบบ DSS แจ้งว่าไม่มีเงินในเครดิต” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: Agent; Source; ชื่อ-นามสกุล; ยอดเครดิตที่แสดง; ภาพหน้าจอ","Incident","P2 High","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","72"
"KB-073","Carcheck","System Incident","ระบบตรวจสภาพไม่สามารถแนบรูปได้","ระบบตรวจสภาพไม่สามารถแนบรูปได้ | ระบบตรวจสภาพทำไม่ได้แนบรูปได้ | ระบบตรวจสภาพไม่สามารถแนบรูปได้","Carcheck, System Incident, ตรวจสภาพไม่สามารถแนบรูปได้, IT / SA","ข้อความ Error; ภาพหน้าจอ; เวลาที่พบปัญหา; User/Agent/Source; ผลกระทบและจำนวนผู้ใช้งาน","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “ระบบตรวจสภาพไม่สามารถแนบรูปได้” พร้อมแนบข้อมูลที่จำเป็น ทีม IT / SA จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: ข้อความ Error; ภาพหน้าจอ; เวลาที่พบปัญหา; User/Agent/Source; ผลกระทบและจำนวนผู้ใช้งาน","Incident","P2 High","เปิดเคสและส่งต่อ IT / SA","IT / SA","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","73"
"KB-074","DSS","Payment & Credit","วงเงินเครดิตเต็ม ทำให้ไม่สามารถใช้งานระบบ DSS ได้","วงเงินเครดิตเต็ม ทำให้ไม่สามารถใช้งานระบบ DSS ได้ | วงเงินเครดิตเต็ม ทำให้ทำไม่ได้ใช้งานระบบ DSS ได้ | วงเงินเครดิตเต็ม ทำให้ไม่สามารถใช้งานDSS ได้","DSS, Payment & Credit, วงเงินเครดิตเต็ม ทำให้ไม่สามารถใช้งาน DSS ได้, IT / SA","Agent; Source; ชื่อ-นามสกุล; ยอดเครดิตที่แสดง; ภาพหน้าจอ","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “วงเงินเครดิตเต็ม ทำให้ไม่สามารถใช้งานระบบ DSS ได้” พร้อมแนบข้อมูลที่จำเป็น ทีม IT / SA จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: Agent; Source; ชื่อ-นามสกุล; ยอดเครดิตที่แสดง; ภาพหน้าจอ","Incident","P2 High","เปิดเคสและส่งต่อ IT / SA","IT / SA","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","74"
